Nombre_Empresa_clean,Fecha,pasajeros
MAS AIR,2016-10-01,0
KLM,2016-11-01,5889
AEROMENEGUA,2019-09-01,146
AEROREPUBLICA,1993-11-01,18848
TAMPA CARGO,1992-09-01,0
TAXSUR,1992-11-01,0
TECNIAEREAS,1992-12-01,111
AEROCORALES,1993-11-01,814
IBERIA,1994-02-01,1890
IBERIA,1994-03-01,2323
ATC,1994-02-01,0
SAS,1994-05-01,14
TAXCAR,1994-08-01,23
AEROVUELOS,1994-02-01,1995
LACSA,1995-06-01,1414
AEROPERU,1995-07-01,2999
TAMPA CARGO,1995-07-01,0
AEROAMERICA,1995-01-01,28
AVIOCESAR,1995-01-01,67
REGION AIR,1995-06-01,68
AIR FRANCE,1996-05-01,3221
AIR FRANCE,1996-09-01,3470
AIR ARUBA,1996-08-01,2233
SELVA,1996-02-01,0
CHALLENGE,1996-12-01,0
AEROANTIGUA,1996-05-01,143
HELITEC,1996-01-01,413
AMERICAN,1997-03-01,30178
LATAM,1997-08-01,51680
COPA,1997-12-01,22116
ELDORADO,1997-11-01,0
AERVAL,1997-09-01,55
AS,1997-09-01,37
HELISERVICE,1997-01-01,51
TAC,1997-10-01,84
AERO PAZ S.A.,1997-02-01,60
LATAM,1998-05-01,46577
AEROLINEAS ARGENTINAS,1998-04-01,1853
SAER,1998-08-01,142
SARPA S.A.S,1998-05-01,206
SAVIARE LTDA,1998-07-01,163
TAR,1998-09-01,247
MEXICANA,1999-05-01,2864
AEROCOL S.A.S,1999-10-01,352
ACES,2000-04-01,198768
CENTRAL CHARTER,2000-09-01,22
AIR ARUBA,2000-08-01,3567
"ATLAS AIRLINES (MUNCE,IN)",2000-10-01,0
SATENA,2022-03-01,81209
IBC AIRWAYS,2022-11-01,22
DHL AERO EXPRESO,2022-10-01,0
PACIFICA DE AVIACION S.A.S,2022-09-01,1881
AEROREPUBLICA,2022-09-01,158181
HORIZONTAL S A S,2019-05-01,551
SAN-TA,2019-05-01,182
EASYFLY S.A,2016-01-01,74498
AIR EUROPA,2016-07-01,15453
INTERJET,2016-09-01,12929
CUBANA,2016-11-01,448
AEROGAL,2016-12-01,62334
CENTRAL CHARTER,1992-09-01,148
AEROLINEAS ARGENTINAS,1993-10-01,1091
ALITALIA,1992-10-01,875
TRANSCOLOMBIA,1993-05-01,88
ADES,1992-04-01,304
ICARO,1992-01-01,41
LOS LIBERTADORES,1993-03-01,16
RANSA,1992-11-01,9
LA TATACOA,1993-10-01,15
REGION AIR,1993-11-01,300
ORION CARGO,1992-03-01,0
ALIANSA,1993-01-01,0
AEROLINEAS ARGENTINAS,1994-04-01,2532
ADES,1994-01-01,498
CONDOR,1994-05-01,51
PORTENA,1994-10-01,70
TARI,1994-08-01,284
HELICOL,1995-05-01,22576
LAS,1995-03-01,0
SAM,1995-11-01,100720
VIASA,1995-12-01,7596
PORTENA,1995-04-01,80
RAA,1995-04-01,666
ARROW,1996-04-01,0
FAST AIR LTDA,1996-06-01,0
LADECO,1996-03-01,2655
LACSA,1996-03-01,1069
SATENA,1996-10-01,20359
LATINA DE AVIACION,1996-05-01,209
PORTENA,1996-03-01,20
AEROVUELOS,1996-07-01,1464
APSA,1997-06-01,1293
KHI,1997-03-01,0
HELICOL,1997-10-01,14383
SAETA,1997-01-01,4500
HELIVALLE,1997-09-01,296
STARBLUE AIRLINES,1997-06-01,35
TAXA,1997-03-01,49
LATINA DE AVIACION,1997-11-01,315
TAERCO,1997-04-01,656
AEROTACA,1998-01-01,10401
COPA,1998-02-01,17214
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1998-03-01,0
MARTINAIR,1998-01-01,0
MEXICANA,1998-05-01,2491
ATC,1998-10-01,0
INTEREJECUTIVA,1998-11-01,46
HELICARGO S.A.,1998-08-01,96
VIARCO,1998-09-01,310
APSA,1999-09-01,6136
AEROLINEAS ARGENTINAS,1999-11-01,1282
INTEREJECUTIVA,1999-03-01,123
SADA,1999-03-01,80
NO REGISTRA,2022-11-01,837
LATAM,2021-10-01,662927
RIO SUR,2021-09-01,83
AERO LLANOS DEL ORIENTE,2022-09-01,0
AIR CANADA,2019-07-01,15553
21 AIR,2019-05-01,0
IBERIA,2016-04-01,18422
AMERICAN,2016-09-01,37545
ADA,2016-12-01,25500
AEROLINEAS ARGENTINAS,1993-06-01,1250
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1993-06-01,0
INTER,1992-04-01,36049
LAC,1992-12-01,0
SELVA,1992-12-01,0
ADES,1993-04-01,191
ALICOL,1992-08-01,179
HELICARGO S.A.,1993-03-01,10
HELITEC,1992-04-01,19
SICHER HELICOPTER SAS,1992-08-01,51
TALA,1992-09-01,0
TECNIAEREAS,1993-03-01,265
ALIANSA,1993-03-01,0
ARCA,1994-04-01,0
TAVINA,1994-03-01,30
AEROMEL LTDA,1994-02-01,43
ARO LTDA,1994-07-01,190
ASUR,1994-10-01,0
HELIJET,1994-09-01,68
RIO SUR,1994-05-01,2
SAVIARE LTDA,1994-04-01,126
SICHER HELICOPTER SAS,1994-01-01,66
ACES,1995-04-01,129421
ALITALIA,1995-05-01,882
FAST AIR LTDA,1995-10-01,0
LADECO,1995-11-01,3653
AEROPERU,1995-11-01,2743
SAM,1995-01-01,115671
CONDOR,1995-01-01,72
AEROCORALES,1995-11-01,803
AIR FRANCE,1996-02-01,2407
HELISERVICE,1996-02-01,90
CENTRAL CHARTER,1997-06-01,232
AEROLINEAS ARGENTINAS,1997-03-01,2285
APT,1997-05-01,0
SOUTHERN AIR INC.,1997-04-01,0
ATC,1997-09-01,0
SAER,1997-05-01,41
SAVIARE LTDA,1997-12-01,269
INTER,1998-12-01,48953
AEROREPUBLICA,1998-12-01,94200
HELIJET,1998-06-01,15
SICHER HELICOPTER SAS,1998-04-01,18
TACA S.A.S,1998-06-01,82
AIR COLOMBIA,1998-02-01,0
APSA,1999-02-01,5734
ALCOM,1999-07-01,37
ALIANSA,1999-06-01,0
ULTRA AIR S.A.S.,2022-07-01,167922
TURKISH AIRLINES INC,2021-10-01,7472
AERO TAXI GUAYMARAL,2019-07-01,94
AEROSUCRE,2016-05-01,0
TACA INTERNATIONAL,2016-05-01,23142
AVIANCA,2016-08-01,1551803
TAMPA CARGO,2016-09-01,0
ADA,2016-10-01,26685
AVIANLINE CHARTE´S S.A.S.,2019-09-01,954
ARCA,1993-03-01,0
AIR ARUBA,1993-06-01,1214
AEROTACA,1992-06-01,7682
AEROTACA,1992-08-01,8643
CARGO THREE,1992-11-01,0
HELICOL,1992-12-01,17583
INTERAMERICANA,1993-11-01,472
LADECO,1993-08-01,1642
SATENA,1992-04-01,15579
SADELCA,1993-06-01,0
ZULIANA DE AVIACION C.A.,1992-07-01,7493
AEROMENEGUA,1993-06-01,245
ARO LTDA,1992-05-01,76
LA TATACOA,1993-07-01,26
INSTITUTO LINGUISTICO DE VERANO,1993-02-01,303
TRANSAPEL,1993-02-01,0
HELIJET,1994-12-01,155
SADA,1994-03-01,150
LAS,1995-10-01,0
LACSA,1995-07-01,1663
SATENA,1995-09-01,20618
CENTRAL CHARTER,1996-03-01,267
ARROW,1996-10-01,0
FAST AIR LTDA,1996-10-01,0
MILLON AIR INC.,1996-03-01,0
TACA S.A.S,1996-07-01,136
TACA S.A.S,1996-12-01,82
AIR COLOMBIA,1996-05-01,0
AEROTACA,1997-09-01,10014
AEROREPUBLICA,1997-01-01,101442
AEROREPUBLICA,1997-12-01,96427
ZULIANA DE AVIACION C.A.,1997-02-01,435
AEROMEL LTDA,1997-11-01,33
INTEREJECUTIVA,1997-03-01,78
TAN,1997-04-01,42
SAETA,1998-10-01,2783
STARBLUE AIRLINES,1998-05-01,261
RIO SUR,1998-02-01,12
AEROLINEAS ARGENTINAS,1999-01-01,1907
HELIVALLE,1999-05-01,400
SARPA S.A.S,1999-03-01,113
SICHER HELICOPTER SAS,1999-03-01,26
AEROTACA,2000-03-01,6550
UNIWORLD AIR CARGO,2022-07-01,0
ARO S.A.S.,2022-06-01,751
AEROLINEAS ARGENTINAS,2022-06-01,4178
AERO APOYO,2022-03-01,44
AERUPIA SAS,2019-05-01,339
AIR FRANCE,2016-01-01,14564
SPIRIT AIRLINES,2016-05-01,24987
SATENA,2016-07-01,89425
DYNAMIC AIRWAYS,2016-09-01,0
AIR COMERCE,2016-12-01,0
ACES,1992-07-01,113645
ARCA,1992-07-01,0
COPA,1993-05-01,4446
TAMPA CARGO,1993-02-01,0
AEROMEL LTDA,1993-01-01,70
ATTA,1992-02-01,19
APSA,1994-05-01,5349
IBERIA,1994-09-01,4534
VARIG,1994-02-01,1621
ARO LTDA,1994-06-01,160
SICHER HELICOPTER SAS,1994-06-01,104
TACOL,1994-12-01,4
TARI,1994-05-01,222
LAR,1995-09-01,33
SAER,1995-06-01,101
SECAL,1995-03-01,18
LA TATACOA,1995-03-01,7
SOUTHERN AIR INC.,1996-06-01,0
ADES,1996-01-01,325
AEROANTIGUA,1996-07-01,22
AERVAL,1996-05-01,16
HELISERVICE,1996-03-01,119
SADI,1996-01-01,249
AEROCOLOMBIA CARGO,1996-01-01,0
ARROW,1997-05-01,0
AIR ARUBA,1997-06-01,1299
ECUATORIANA,1997-09-01,1359
VIARCO,1998-12-01,353
AEROLINEAS ARGENTINAS,1999-07-01,1342
AEROTACA,1999-09-01,2765
AEROTACA,1999-07-01,3012
LLOYD BOLIVIANO,1999-04-01,1597
AMERICAN,2000-09-01,34833
AIR FRANCE,2000-03-01,4811
AIR ARUBA,2000-02-01,1348
AVIHECO,1999-05-01,151
KLM,2022-03-01,12872
EZ AIR,2022-11-01,412
ABX AIR INC,2022-10-01,0
VIVA AIR PERU,2019-12-01,3793
VIVA AIR PERU,2019-05-01,3252
LACSA,2016-02-01,11077
LATAM,2016-04-01,363686
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2016-07-01,0
HELISTAR S.A.S,2019-09-01,195
ARROW,1993-11-01,0
LADECO,1992-06-01,2619
LACSA,1992-08-01,2201
MEXICANA,1993-02-01,1716
AIR PEREIRA,1992-05-01,2
HELICONDOR,1993-08-01,35
TACA S.A.S,1993-05-01,25
VIANA S.A.S,1992-04-01,1108
AEROVUELOS,1992-11-01,642
TRANSORIENTE,1993-10-01,553
AIR COLOMBIA,1993-02-01,0
AERO COSTA RICA,1994-01-01,534
ALITALIA,1994-09-01,1437
LACSA,1994-03-01,1522
LACSA,1994-12-01,1787
RAA,1994-07-01,1096
SASA,1994-07-01,31
TAXOR,1994-03-01,25
AVIANCA,1995-02-01,281186
STARBLUE AIRLINES,1995-06-01,96
TARI,1995-01-01,298
LA TATACOA,1995-07-01,10
AERVAL,1996-07-01,17
ALICOL,1996-12-01,21
JET,1996-04-01,59
SAVIARE LTDA,1996-04-01,135
AERO PAZ S.A.,1996-11-01,80
AIR ARUBA,1997-05-01,1246
KHI,1997-05-01,0
CUBANA,1997-01-01,2253
AEROCOL S.A.S,1997-02-01,445
SAVIARE LTDA,1997-08-01,180
TAC,1997-08-01,78
AVIANCA,1998-07-01,357116
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1998-01-01,0
PETROLEUM,1998-11-01,12
SERVIVENSA,1998-04-01,13279
ALICOL,1998-01-01,5
AVIAPA,1998-05-01,861
TACA S.A.S,1998-05-01,189
AIR FRANCE,1999-07-01,6122
LLOYD BOLIVIANO,1999-09-01,1220
SATENA,1999-07-01,33064
ASERCA,1999-06-01,788
RIO SUR,1999-05-01,28
TACA INTERNATIONAL,2022-07-01,10955
DELTA,2021-11-01,20495
UNITED AIR LINES INC,2021-09-01,15694
SPIRIT AIRLINES,2019-08-01,51380
UNITED PARCEL SERVICE,2019-12-01,0
ABX AIR INC,2019-07-01,0
SPIRIT AIRLINES,2016-03-01,25990
AIR EUROPA,2016-11-01,11825
ECUATORIANA,1993-04-01,808
HELICOL,1992-08-01,18928
LADECO,1993-06-01,1042
MILLON AIR INC.,1992-12-01,0
PETROLEUM,1993-02-01,37
AEROTAYRONA,1992-08-01,58
ALICOL,1992-01-01,1171
AS,1992-12-01,37
VERTICAL DE AVIACION,1993-11-01,6079
ICARO,1992-04-01,52
SADA,1992-03-01,20
TARI,1992-12-01,245
TAXOR,1993-05-01,35
VIANA S.A.S,1992-01-01,906
AEROVUELOS,1993-01-01,677
REGION AIR,1993-04-01,349
ALIANSA,1992-08-01,0
LAC,1994-09-01,0
VARIG,1994-11-01,1676
LARCO,1994-03-01,109
INSTITUTO LINGUISTICO DE VERANO,1994-06-01,327
INTER,1995-08-01,45552
SADELCA,1995-12-01,0
HELISERVICE,1995-10-01,83
LOS LIBERTADORES,1995-04-01,6
TACA S.A.S,1995-02-01,23
REGION AIR,1995-03-01,435
APSA,1996-12-01,2112
AIR FRANCE,1996-03-01,2551
LUFTHANSA,1996-08-01,3514
TAMPA CARGO,1996-08-01,0
ADES,1996-06-01,177
TAISA,1996-05-01,49
TRANSOCEANICA DE AVIACION LTDA.,1996-06-01,0
SATENA,1997-03-01,25171
AEROPERU,1997-05-01,1843
ALLAS S.A.S,1997-07-01,291
ALPES S.A.S,1997-05-01,166
PORTENA,1997-02-01,416
TAC,1997-03-01,65
AERO PAZ S.A.,1997-10-01,196
TRANSORIENTE,1997-10-01,208
AEROTACA,1998-04-01,10524
IBERIA,1998-09-01,7766
RIO SUR,1998-04-01,115
HELICOL,1999-11-01,9286
CHALLENGE,1999-05-01,0
ALPES S.A.S,1999-02-01,184
HELITEC,1999-01-01,521
VIARCO,1999-09-01,540
AEROCOLOMBIA CARGO,1999-10-01,0
UNIWORLD AIR CARGO,2022-05-01,0
AIR CANADA,2021-11-01,16320
AERO LLANOS DEL ORIENTE,2021-09-01,53
EASYFLY S.A,2021-09-01,146227
AIR COLOMBIA,2019-08-01,669
AEROMEXICO,2019-12-01,32113
LOS HALCONES,2019-07-01,15
ARO LTDA,2019-05-01,1235
AEXPA,2019-05-01,959
"AVIOR AIRLINES,C.A.",2019-05-01,16178
ANDES LINEAS AEREAS S.A.,2016-05-01,859
AEROLINEAS ARGENTINAS,2016-06-01,6833
CARGOLUX AIRLINES INTERNATIONAL S.A.,2016-06-01,0
INSELAIR ARUBA,2016-10-01,667
AVIANCA,2016-11-01,1479270
LINEAS AEREAS PETROLERAS S.A.,1993-06-01,103
ARROW,1992-09-01,0
AEROSUCRE,1992-04-01,0
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,1992-05-01,0
MEXICANA,1992-05-01,1393
VARIG,1993-03-01,1999
AERUBA,1993-06-01,31
AIR TROPICAL,1992-04-01,30
SERVIALAS,1993-11-01,108
TAERCO,1992-11-01,165
TAG AVIATION,1992-04-01,121
TAG AVIATION,1992-06-01,138
TAG AVIATION,1993-12-01,294
TECNIAEREAS,1992-01-01,93
AEROCAR,1992-05-01,0
ACES,1994-10-01,131116
SADELCA,1994-05-01,0
ZULIANA DE AVIACION C.A.,1994-11-01,2744
AVIHECO,1994-05-01,67
SASA,1994-05-01,29
SAVIARE LTDA,1994-10-01,180
TACA S.A.S,1994-04-01,15
AEROCAR,1994-06-01,0
AERONORTE,1995-01-01,0
LADECO,1995-01-01,3088
PETROLEUM,1995-09-01,15
AEROCOL S.A.S,1995-02-01,263
AERVAL,1995-05-01,34
ALICOL,1995-02-01,35
ARO LTDA,1995-09-01,74
AS,1995-07-01,46
CONDOR,1995-12-01,65
AIR FRANCE,1996-11-01,3262
SAEP,1996-11-01,0
SAETA,1996-08-01,4905
TACA S.A.S,1996-04-01,142
LUFTHANSA,1997-11-01,4119
LLOYD BOLIVIANO,1997-10-01,1001
SAER,1997-04-01,64
SICHER HELICOPTER SAS,1997-04-01,28
AIR COLOMBIA,1997-10-01,0
AIR ARUBA,1998-08-01,1242
FAST AIR LTDA,1998-06-01,0
PETROLEUM,1998-10-01,8
SOUTHERN AIR INC.,1998-09-01,0
AEROCOL S.A.S,1998-11-01,455
SASA,1998-02-01,83
SICHER HELICOPTER SAS,1998-02-01,14
AIR ARUBA,1999-06-01,2478
SANTA BARBARA,1999-03-01,320
IBERIA,1999-07-01,9189
MARTINAIR,1999-05-01,0
MEXICANA,1999-12-01,3918
ASERCA,1999-04-01,2198
VARIG,1999-01-01,2228
AEROCHARTER DE COLOMBIA,1999-04-01,28
AIR PEREIRA,1999-01-01,391
AVIAPA,1999-07-01,638
HELIANDES,1999-11-01,4304
SAER,1999-01-01,135
SALLA,1999-10-01,20
TAXI AEREO CUSIANA LTDA,1999-06-01,916
AMERICAN,2000-04-01,33798
ARROW,2000-10-01,0
JETBLUE AIRWAYS,2022-07-01,22127
AIR CANADA,2021-10-01,12218
SAER,2022-10-01,150
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2021-09-01,0
UNITED PARCEL SERVICE,2021-09-01,0
CENTURION AIR CARGO COLOMBIA,2016-08-01,0
SAE,2019-10-01,166
ACES,1993-02-01,85416
LATAM,1993-08-01,34310
ARROW,1992-12-01,0
AEROLINEAS ARGENTINAS,1993-03-01,946
SAHSA,1992-06-01,1282
VIASA,1992-09-01,4989
ASUR,1993-09-01,0
HELICONDOR,1992-09-01,45
VERTICAL DE AVIACION,1992-09-01,7747
SALLA,1992-07-01,41
SERVIALAS,1992-10-01,21
TALA,1993-05-01,0
VIANA S.A.S,1993-08-01,1103
ALIANSA,1993-06-01,0
INTERANDES,1994-04-01,351
ISLENA DE AVIACION,1994-06-01,14386
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,1994-11-01,0
LAC,1994-07-01,0
AEROPERU,1994-01-01,954
TRANSCOLOMBIA,1994-03-01,145
TRANSCOLOMBIA,1994-09-01,197
HELIVALLE,1994-01-01,147
LINEAS AEREAS PETROLERAS S.A.,1995-11-01,149
SAEP,1995-02-01,0
LAS,1995-05-01,0
HELITEC,1995-05-01,48
SADI,1995-05-01,203
SAVIARE LTDA,1995-11-01,45
TAG AVIATION,1995-08-01,377
ALIANSA,1995-03-01,0
EL CONDOR LTDA. INTERANDINA DE AVIACION,1995-05-01,0
GLOBAL,1995-05-01,0
MILLON AIR INC.,1996-04-01,0
SADELCA,1996-04-01,0
AVIACION DEL SUR,1996-01-01,281
HELICONDOR,1996-09-01,28
HELIJET,1996-07-01,27
SADI,1996-04-01,446
TECNIAEREAS,1996-01-01,211
ORION CARGO,1996-05-01,0
ADES,1997-05-01,643
TAXI AEREO CUSIANA LTDA,1997-10-01,46
ALIANSA,1997-11-01,0
APSA,1998-06-01,634
BRITISH AIRWAYS,1998-07-01,6056
PACIFIC,1998-05-01,0
HELIVALLE,1998-06-01,34
SALLA,1998-05-01,37
AIR COLOMBIA,1998-06-01,0
FEDERAL EXPRESS CORPORATION,1999-07-01,0
SAEP,1999-12-01,0
PETROLEUM,1999-02-01,8
SAETA,1999-07-01,1101
AEROMENEGUA,1999-10-01,898
VIANA S.A.S,1999-09-01,54
TRANSORIENTE,1999-12-01,427
AEROCORALES,1999-05-01,374
LACSA,2022-06-01,5967
LASER AEREO S.A.S,2021-10-01,302
LADECO,2022-10-01,0
ESTELAR LATIOAMERICANA.C.A.,2019-07-01,447
AEROSUCRE,2016-01-01,0
TAMPA CARGO,2016-01-01,0
CENTURION AIR CARGO COLOMBIA,2016-03-01,0
AER CARIBE,2016-07-01,0
DELTA,2016-10-01,14509
SAE,2019-09-01,180
ASES LTDA.,2019-09-01,160
NO REGISTRA,2019-09-01,674
AMERICAN,1992-07-01,34620
ARROW,1993-08-01,0
CORAL,1993-02-01,0
CARGO THREE,1993-03-01,0
LUFTHANSA,1992-02-01,3899
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1992-09-01,0
INTERANDES,1993-01-01,618
SELVA,1992-01-01,0
SELVA,1993-06-01,0
TRANSCOLOMBIA,1992-02-01,35
VIASA,1992-02-01,4283
HELIVALLE,1993-06-01,246
AEROCAFE S.A.,1993-05-01,30
AEROTAYRONA,1992-05-01,38
AEROCAR,1993-04-01,0
AERO COSTA RICA,1994-03-01,824
SAM,1994-07-01,78036
TAMPA CARGO,1994-02-01,0
AETV,1994-02-01,17
TAR,1994-04-01,294
TAR,1994-09-01,400
LA TATACOA,1994-01-01,25
AEROVUELOS,1994-07-01,2228
AMERICAN,1995-07-01,46043
BRITISH AIRWAYS,1995-12-01,4417
TRANSCOLOMBIA,1995-02-01,324
HELIFLY,1995-12-01,11
SEARCA S.A.,1995-10-01,529
GLOBAL,1995-09-01,0
INTEREJECUTIVA,1996-11-01,52
SAVIARE LTDA,1996-05-01,339
AEROPERU,1997-10-01,2114
AIR PEREIRA,1997-07-01,57
KHI,1998-04-01,0
CONTINENTAL,1998-11-01,11250
AEROCOL S.A.S,1998-12-01,519
AERO PAZ S.A.,1998-12-01,309
AEROSUCRE,1999-10-01,0
LLOYD BOLIVIANO,1999-08-01,1142
MEXICANA,1999-06-01,3433
SATENA,1999-11-01,33645
TAXA,1999-03-01,33
LATINA DE AVIACION,1999-08-01,1740
SADI,1999-01-01,1018
SEARCA S.A.,1999-03-01,2198
SKY AIRLINE,2022-03-01,4680
SATENA,2022-11-01,91186
IBERIA,2022-09-01,36447
SEARCA S.A.,2019-08-01,15302
AEROSUCRE,2016-03-01,0
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2016-04-01,0
IBERIA,2016-05-01,18193
CENTURION AIR CARGO COLOMBIA,2016-06-01,0
IBERIA,2016-07-01,25491
AEROLINEAS ARGENTINAS,2016-09-01,7786
UNITED AIR LINES INC,2019-10-01,23893
ASTRAL,1992-03-01,117
ALITALIA,1993-08-01,1039
LADECO,1993-05-01,1403
MILLON AIR INC.,1993-02-01,0
AEROCAFE S.A.,1993-03-01,10
APEL EXPRESS,1992-06-01,116
APEL EXPRESS,1992-09-01,126
AVANTE,1992-01-01,126
CONDOR,1993-07-01,36
HELIJET,1993-01-01,43
TACA S.A.S,1993-04-01,27
TAERCO,1993-01-01,211
TRANSORIENTE,1993-03-01,1131
TRANSORIENTE,1993-11-01,576
AIR COLOMBIA,1992-12-01,0
AEROCAR,1992-10-01,0
FAST AIR LTDA,1994-05-01,0
LAC,1994-06-01,0
AIR PEREIRA,1994-04-01,66
AMERICAN,1995-01-01,38130
LAC,1995-05-01,0
CHALLENGE,1995-06-01,0
AIR PEREIRA,1995-11-01,14
RIO SUR,1995-01-01,34
TARI,1995-09-01,323
TRANSORIENTE,1995-12-01,313
CUBANA,1996-09-01,1230
AEROREPUBLICA,1996-05-01,72231
SOUTHERN AIR INC.,1996-03-01,0
SAS,1996-03-01,15
TACA S.A.S,1996-09-01,58
KHI,1997-07-01,0
TAXI AEREO CUSIANA LTDA,1997-08-01,130
ALIANSA,1997-05-01,0
CONTINENTAL,1998-07-01,13428
SAEP,1998-02-01,0
VERTICAL DE AVIACION,1998-10-01,15420
COPA,1999-02-01,15454
CUBANA,1999-02-01,319
CONDOR,1999-05-01,186
ACES,2000-09-01,191958
LATAM,2000-09-01,47440
KLM,2022-07-01,16399
UNITED AIR LINES INC,2022-11-01,21019
VUELA COMPAÑÍA DE AVIACION,2022-09-01,17456
ESTELAR LATIOAMERICANA.C.A.,2019-05-01,939
GEMINI AIRLINES,2019-05-01,227
AIR PANAMA,2016-05-01,3743
"AVIOR AIRLINES,C.A.",2019-09-01,20525
LATAM,1993-05-01,35140
AEROTACA,1992-09-01,8422
INTERAMERICANA,1992-04-01,8
ALFUTURO,1993-06-01,219
HELISERVICE,1992-06-01,43
JET,1992-06-01,48
RANSA,1993-05-01,24
SADA,1992-05-01,56
SICHER HELICOPTER SAS,1993-04-01,19
LA TATACOA,1992-09-01,23
TECNIAEREAS,1992-04-01,101
VIARCO,1992-12-01,121
AEROVUELOS,1993-04-01,579
AEROVUELOS,1992-02-01,592
AIR COLOMBIA,1993-03-01,0
ALITALIA,1994-11-01,1165
COPA,1994-07-01,13630
AEROSUCRE,1994-07-01,0
AEROMENEGUA,1994-01-01,410
AEROMENEGUA,1994-06-01,449
CAP,1994-03-01,37
COARCO,1994-02-01,31
HELICONDOR,1994-04-01,44
HELISERVICE,1994-03-01,43
ACES,1995-09-01,124413
LATAM,1996-06-01,48739
ALITALIA,1996-01-01,1832
IBERIA,1996-01-01,4068
VARIG,1996-04-01,1890
COPA,1997-08-01,22725
ALCOM,1997-05-01,48
AIR COLOMBIA,1997-09-01,0
APSA,1998-02-01,1654
LACSA,1998-12-01,5621
MEXICANA,1998-01-01,3819
SATENA,1998-02-01,19677
ADES,1998-06-01,862
SADI,1998-01-01,724
SALLA,1998-01-01,36
TAXI AEREO CUSIANA LTDA,1998-03-01,631
AMERICAN,1999-07-01,48570
HELIPETROL,1999-04-01,338
AERO PAZ S.A.,1999-06-01,156
TECNIAEREAS,1999-10-01,253
JETSMART,2022-03-01,17476
AEROSUCRE,2021-11-01,0
"AVIOR AIRLINES,C.A.",2016-01-01,7708
ATLAS AIR,2016-02-01,0
INTERJET,2016-03-01,13738
CUBANA,2016-03-01,551
LAMIA CORPORATION SRL,2016-10-01,132
LUFTHANSA,1992-08-01,4783
IBERIA,1993-01-01,4161
PETROLEUM,1993-06-01,48
SADELCA,1992-02-01,0
TRANSCOLOMBIA,1992-11-01,98
AEROCOL S.A.S,1992-09-01,183
AIR TROPICAL,1992-06-01,62
TAXCO,1992-10-01,32
TAXCO,1992-08-01,19
VIANA S.A.S,1993-03-01,768
ORION CARGO,1993-02-01,0
ALIANSA,1993-12-01,0
VARIG,1994-07-01,2236
AEROCOL S.A.S,1994-05-01,174
AEROMENEGUA,1994-02-01,203
HELIJET,1994-08-01,53
AEROCORALES,1994-05-01,818
LATAM,1996-09-01,54263
ALITALIA,1996-02-01,1328
LACSA,1996-11-01,1238
ZULIANA DE AVIACION C.A.,1996-03-01,2548
SICHER HELICOPTER SAS,1996-01-01,32
AERO PAZ S.A.,1996-12-01,61
SAM,1997-04-01,76091
AIR PEREIRA,1997-10-01,82
ALPES S.A.S,1997-02-01,97
AVIOCESAR,1997-06-01,56
HELICARGO S.A.,1997-04-01,102
HELIJET,1997-10-01,40
SAER,1997-07-01,82
TAISA,1997-10-01,37
IBERIA,1998-07-01,8242
AEROSUCRE,1998-06-01,0
AEROPERU,1998-01-01,2693
SAM,1998-01-01,118932
SADELCA,1998-11-01,0
ALFUTURO,1998-08-01,83
HELIANDES,1998-10-01,5309
LIRA,1998-08-01,3
TECNIAEREAS,1998-06-01,28
AIR FRANCE,1999-02-01,4757
MARTINAIR,1999-10-01,0
SALLA,1999-04-01,18
LATAM,2000-12-01,54244
ZULIANA DE AVIACION C.A.,1996-09-01,1147
AVIHECO,1997-08-01,26
SKY LEASE,2022-07-01,0
AMERICA´S AIR SAS,2022-09-01,48
DELTA,2019-07-01,13048
AVIOCESAR,2019-05-01,146
AEROPOSTAL,2016-01-01,2535
AEROGAL,2016-01-01,50542
AMERICAN,2016-02-01,37277
TRANS AMERICAN AIR LINES,2016-03-01,40176
JETBLUE AIRWAYS,2016-06-01,36573
UNITED AIR LINES INC,2016-06-01,22635
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2016-09-01,0
AIR CANADA,2016-12-01,8173
LINEAS AEREAS PETROLERAS S.A.,1992-02-01,228
AEROTACA,1992-01-01,10266
FAST AIR LTDA,1992-05-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1992-08-01,0
INTERANDES,1992-02-01,726
PETROLEUM,1992-06-01,108
SERVIVENSA,1993-07-01,3266
AEROMEL LTDA,1992-11-01,77
INTEREJECUTIVA,1993-11-01,121
AIR TROPICAL,1993-04-01,44
AIR TROPICAL,1993-05-01,26
ALFUTURO,1992-05-01,171
SICHER HELICOPTER SAS,1992-04-01,19
TAERCO,1992-08-01,36
TAG AVIATION,1992-02-01,139
AEROVUELOS,1992-08-01,969
ALIANSA,1993-08-01,0
APSA,1994-02-01,5477
CENTRAL CHARTER,1994-03-01,290
